北京	1.823502261	0.268162097	3.959701835	25669.13	1362.86	122749	656	82113	27497	100578	80.23	91	59.2878	6229	22688	48039	7872	14846000
天津	-2.963361502	-0.325644121	0.404714365	17885.39	1044.4	87806	426	33069	12830	39734	56.44	55	51.4669	1806	12699	13741	1645	5373000
石家庄	-0.773836106	-0.113799427	0.514152655	5927.73	1038	61189	235	12423	8281	6994	46.44	49	46.0695	364.5	4882	4582	650	1075000
太原	-0.944735271	-0.125964703	-0.312698413	2955.6	370.25	64820	175	12655	7667	4560	62.57	44	44.0173	749.4	2671	876	985	703000
呼和浩特	-1.022170687	-0.134496143	-1.359244864	3173.59	240.97	56213	108	14416	6425	1814	68.56	24	23.933	454.8	2128	466	819	299633
沈阳	-11.91217679	2.127174426	-0.605363914	5546.45	734.4	67444	274	21490	7128	9528	56.41	47	39.7776	1425.9	5444	15244	674
长春	-0.146199758	-0.018986982	0.906280193	5986.42	753.43	68434	162	18581	6557	7062	45.20	38	43.7812	490.6	4342	7113	477
哈尔滨	-2.182557692	-0.298980506	0.26867585	6101.61	962.05	62583	310	13797	6680	12247	57.59	51	50.8884	869.5	7408	7448	820
上海	-13.15671671	-1.906770537	-2.100269262	28178.65	1450	120503	363	131681	24747	64230	69.78	64	51.4917	7676.4	16693	3402	9412	10493000
南京	-3.710652364	-0.463831545	-0.093094604	10503.02	662.79	90191	220	91674	17754	28782	58.39	44	72.154	1988.6	9208	8490	2236
杭州	0.545535512	0.056826616	-0.98496332	11313.72	736	87153	302	34211	15753	41052	60.89	39	42.5769	2137.3	8770	12282	1622
合肥	-6.289859001	-0.641822347	-3.684572847	6274.38	729.83	71054	172	18185	9369	18496	44.99	50	50.2943	525.6	4916	10127	399	1748700
福州	0.352195141	0.041434722	1.515693807	6197.64	687.06	67630	116	11661	11089	10740	50.26	32	31.3857	493.7	4386	10152	1161	1225000
南昌	0.738057541	0.082006393	0.099160648	4354.99	522.79	65812	118	12290	8218	8592	42.85	53	60.9801	169	3423	3001	786
济南	3.033671149	0.388932199	-9.153006851	6536.1	723.31	77012	238	15942	8247	15453	58.90	71	54.4448	1284.5	5476	3212	645
郑州	1.148543711	0.13512279	1.562205734	8114	972.4	61149	219	17628	8163	17884	51.28	56	93.5332	660.7	6230	11007	479
武汉	2.886140658	0.370018033	-8.633333333	11912.61	1076.62	71963	354	23217	10048	22967	52.84	84	94.7651	1549.1	8970	11484	1300
长沙	-7.305175518	-0.777146332	-0.049973008	9292.32	764.52	77782	188	11177	6410	14961	47.80	51	61.0379	1079.7	7187	7578	974
广州	1.536183001	0.18733939	1.924143112	19610.94	1404.35	89096	243	144524	16384	48313	69.35	82	106.7335	2401.4	14074	91323	7404
南宁	1.559852175	0.264381725	-0.228716854	3703.33	751.75	68560	115	39718	6887	4127	50.79	32	42.5726	687.1	3327	5719	604
海口	4.584435133	0.587748094	18.8306962	1257.67	167.03	62030	123	5665	9043	1272	76.35	11	12.7323	48.4	1597	2827	2890
重庆	-58.16244287	-5.435742325	-1.194817977	17740.59	3389.82	67386	749	59758	5485	42738	48.13	65	74.6859	1441.8	8753	55594	2147	3022000
成都	3.11019637	0.403921606	3.656083223	12170.23	1398.9	74408	888	31084	7504	41309	53.11	56	81.7432	1706.9	10781	12370	2285	2891000
贵阳	1.658729045	0.164230598	-1.51516035	3157.7	401.35	70535	185	19317	5957	4754	57.06	32	34.9952	744.2	3265	62385	1511
昆明	0.580081776	0.068244915	-2.319689789	4300.08	559.79	68375	308	15901	7030	7268	56.73	45	50.3538	594.3	6262	7376	4198	823755.4
西安	0.373886215	0.043986613	1.262144497	6257.18	824.93	69611	329	20945	6602	38279	61.17	63	72.6752	1207.6	7829	15773	3699
兰州	2.064593341	0.248746186	3.693203883	2264.23	324.23	67011	127	7734	6601	3505	62.44	23	10.1638	106	2800	4213	1090
西宁	0.128507614	0.013113022	1.097280566	1248.17	203.28	61069	73	3872	5910	991	49.14	10	7.4222	171.5	2449	1950	511
银川	-54.95523306	-6.784596674	-6.973330139	1617.71	184.04	70840	70	9683	4790	1655	45.34	16	10.1638	392.3	1818	3447	298	193200
乌鲁木齐	1.741270548	0.229114546	3.344138711	2458.98	267.87	73254	127	28258	6314	2926	70.22	25	19.3853	300.8	4669	1805	1043

北京	2.695978382	0.402384833	5.660536834	28014.94	1359.2	134994	713	83501	32140	107000	80.56	92	59.9188	2759	25624	44940	8607	15797000
天津	-5.79164725	-1.608790903	0.15192608	18549.19	1049.99	96965	571	44309	15331	41700	58.15	57	51.3842	1662	12686	12538	1863	4587000
石家庄	-7.966980805	-0.983577877	-0.43898842	6460.88	973.29	67880	425	12839	10170	7501	58.95	49	44.1812	384	5730	3824	958	1277000
太原	0.339923251	0.044145877	0.706326802	3382.18	369.17	72114	245	13013	9017	5503	62.93	44	43.2234	742	2780	980	1240	722000
呼和浩特	-2.214687618	-0.425901465	0.111544462	2743.72	242.85	63084	185	14855	6510	1889	74.14	24	23.7734	509	2335	435	1035	331357
沈阳	-6.340575085	-2.113525028	-0.176231684	5864.97	736.95	74181	383	21789	8062	9891	58.48	47	40.3589	1451	5902	14780	699
长春	-0.357732723	-0.04471659	0.7991615	6530.03	748.92	73469	297	19578	7017	8190	45.32	40	43.4366	522	4387	6592	589
哈尔滨	-1.823579304	-0.239944645	0.107126765	6355.05	955	67542	471	13958	8339	12115	64.24	51	63.624	966	7519	6784	946
上海	0.722040753	0.104643587	1.428443151	30632.99	1455.13	130765	656	136327	23804	70464	69.18	64	51.4683	7773	17461	3420	5644	"12052000

"
南京	-0.341147229	-0.042116942	4.968253968	11715.1	680.67	101502	225	91178	15653	32073	59.73	44	82.7773	701	8765	8404	2582
杭州	-1.072915442	-0.130843347	0.613918242	12603.36	753.88	96670	365	44899	20354	42227	64.54	39	42.7978	2281	9672	13019	1825
合肥	12.29246945	1.365829939	-21.40797342	7213.45	742.76	77484	462	18792	10751	21469	52.35	50	49.9515	564	5762	8284	498	1947800
福州	1.239706837	0.139292903	2.769062784	7103.4	693.35	75133	230	12955	11057	11266	61.92	35	31.7477	845	4788	9390	1247
南昌	-3.996872544	-0.444096949	-2.452382922	5003.19	524.66	72686	194	13984	8527	8241	48.25	53	61.1819	213	3691	2953	1094	810200
济南	-3.449950551	-0.436702601	-0.247545302	7202	732.12	84645	270	16697	9644	17330	63.31	69	72.6301	1363	7157	3192	786
郑州	3.33635543	0.497963497	-1.520100786	9193.8	988.1	70486	317	19643	8631	21249	60.18	58	88.9329	770	6180	8815	519
武汉	3.115459082	0.389432385	5.234544296	13410.34	1089.29	79684	386	24842	11744	25528	53.25	84	94.8768	827	9049	10410	1466
长沙	1.973012888	0.237712396	0.313973548	10210.13	791.81	85187	286	14380	7691	17170	63.69	51	59.002	965	8361	6558	1108
广州	1.210082587	0.172868941	21.91179596	21503.15	1449.84	98612	273	145159	17633	60201	70.94	82	105.7281	2614	14852	91323	8085	5324100
南宁	1.360929561	0.16596702	2.164456932	4118.83	756.86	75481	228	39958	7776	4496	53.66	33	40.0531	702	3575	5482	723
海口	1.438079345	0.191743913	1.678473114	1390.58	171.05	68037	139		11988	1451	77.37	11	13.2514	49	2140	2666	3198
重庆	-1.573184416	-0.169159615	0.310774389	19424.73	3392.11	73272	1606	61575	6792	35000	47.91	65	73.2475	1672	12768	53307	2776	3646000
成都	7.385171726	0.848870313	-1.269150379	13889.39	1435.33	79292	866	32617	8733	41088	54.56	56	79.1593	1998	14402	10053	4980	3312600
贵阳	3.138499482	0.265974532	-3.904388946	3537.96	408.31	73939	258	19517	7269	5641	62.99	34	40.4401	473	4023	68522	1811
昆明	0.899723496	0.0692095	-3.612432847	4857.64	562.99	76350	414	16001	8010	8217	59.95	49	46.5464	396	6159	5461	4473	979390.3
西安	1.553478673	0.204405089	17.20157068	7469.85	905.68	77774	392	30076	8513	25042	61.83	63	83.1569	1234	7780	15601	4186
兰州	8.127489343	1.377540567	-3.744827586	2523.54	325.55	75709	172	7788	7634	4244	66.84	23	9.8912	111	3034	4364	1282
西宁	0.884365873	0.081885729	1.694533762	1284.91	205.58	73540	127	3854	6642	1070	62.35	10	7.1464	174	1703	2112	626
银川	-0.069376486	-0.009250198	0.892950392	1803.26	188.59	77206	104	9951	5177	1817	62.52	17	9.8912	422	2202	2862	351	251000
乌鲁木齐	-0.413488106	-0.051047914	0.670540511	2743.82	222.62	78072	152	28848	6668	3571	69.11	22	17.3847	313	4412	1467	1104	227620

北京	0.79263449	0.120096135	1.877852715	33105.97	1375.8	149843	701	85286	34142.89	123496	80.98	92	60.3557	6777	24076	44175	9123	18708000
天津	-3.522031483	-0.978342079	0.406361021	13362.92	1081.63	103931	661	46499	16054.64	54680	58.62	56	51.2854	1867	13813	12259	1915	4923997
石家庄	4.752345773	0.642208888	9.936165846	6082.62	981.6	75114	393	14021	10452.42	11450	55.51	49	41.9787	384	5730	3609	1133	1225000
